price,price_m2,area_m2,address,url
,,Plotas,,
114 000 €,5 135                                    €/m²,22.2,Naujamiestis Tauro g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-tauro-g-parduodamas-labai-siltas-ir-visiskai-naujai-1-3606794/?search_pos=62
120 000 €,3 510                                    €/m²,34.2,Pilaitė Priegliaus g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-priegliaus-g-pilnai-irengtas-kvm-kambario-butas-1-3530547/?search_pos=63
280 000 €,5 600                                    €/m²,50,Žvėrynas Pieninės g.,https://www.aruodas.lt/butai-vilniuje-zveryne-pienines-g-atviri-namai-jau-lapkricio-men-d-val-1-3607690/?search_pos=64
365 000 €,4 749                                    €/m²,76.9,Žvėrynas Paribio g.,https://www.aruodas.lt/butai-vilniuje-zveryne-paribio-g-atviru-duru-diena-kvieciu-visus-1-3591347/?search_pos=65
245 700 €,3 708                                    €/m²,66.3,Vilkpėdė Eigulių g.,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-eiguliu-g-revingio-kvartalas-isikures-kaimynysteje-su-1-3515113/?search_pos=66
295 300 €,3 650                                    €/m²,80.9,Lazdynai Parodų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-parodu-g-optimist-tai-vieta-tiems-kurie-iesko-ne-1-3576319/?search_pos=67
191 000 €,3 822                                    €/m²,50,Vilkpėdė Eigulių g.,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-eiguliu-g-revingio-kvartalas-isikures-kaimynysteje-su-1-3581705/?search_pos=68
251 800 €,3 260                                    €/m²,77.2,Baltupiai Didlaukio g.,https://www.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-kitas-gyvenimo-etapas-tai-kita-puse-tavo-1-3443056/?search_pos=69
821 600 €,6 890                                    €/m²,119.2,Naujamiestis Algirdo g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-algirdo-g-algirdo-tai-auksciausios-klases-1-3521712/?search_pos=70
485 000 €,6 328                                    €/m²,76.6,Vilkpėdė Eigulių g.,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-eiguliu-g-butai-jau-pastatyti-pagrindines-pirkimo-1-3583355/?search_pos=71
140 400 €,3 311                                    €/m²,42.4,Pašilaičiai Justiniškių g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-justiniskiu-g-just-in-ir-tu-esi-namie-cia-prasideda-tavo-1-3526398/?search_pos=72
