price,price_m2,area_m2,address,url
,,Plotas,,
620 000 €,6 046                                    €/m²,102.6,Užupis Polocko g.,https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g--galima-rinktis-arba-pastato-auksta-1-3564089/?search_pos=775
,,Plotas,,
135 000 €,2 015                                    €/m²,67,Justiniškės Justiniškių g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-parduodamas-sviesus-ir-jaukus-kambariu-1-3348623/?search_pos=776
129 500 €,4 098                                    €/m²,31.6,Žirmūnai Žirmūnų g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-moderniai-ir-kokybiskai-irengtas-kambariu-1-3600124/?search_pos=777
242 000 €,3 361                                    €/m²,72,Antakalnis Antakalnio g.,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-nepriekaistingai-irengtas-1-3599806/?search_pos=778
165 000 €,1 667                                    €/m²,99,Trakų Vokė E. Pliaterytės g.,https://www.aruodas.lt/butai-vilniuje-traku-vokeje-e-pliaterytes-g-video-apziura-httpswwwyoutubecomwatch-1-3427310/?search_pos=779
82 900 €,4 363                                    €/m²,19,Senamiestis Subačiaus g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-subaciaus-g-parduodamas-naujai-suremontuotas-butas-1-3599584/?search_pos=780
265 000 €,4 542                                    €/m²,58.3,Senamiestis Gedimino pr.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-isskirtine-galimybe-isikurti-vilniaus-miesto-1-3538544/?search_pos=781
130 000 €,3 607                                    €/m²,36,Visoriai Mokslininkų g.,https://www.aruodas.lt/butai-vilniuje-visoriuose-mokslininku-g-parduodamas-kambariu-irengus-pertvaras-1-3599516/?search_pos=782
320 000 €,4 369                                    €/m²,73.2,Šnipiškės Kernavės g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-kernaves-g-modernus-kambariu-butas-su-balkonais-ir-1-3599510/?search_pos=783
299 000 €,5 246                                    €/m²,57,Naujamiestis Pakalnės g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-pakalnes-g-isskirtinis-butas-miesto-sirdyje-aukstos-1-3599502/?search_pos=784
184 000 €,3 472                                    €/m²,53,Šiaurės miestelis V. Nagevičiaus g.,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-v-nageviciaus-g-jaukus-priziuretas-pilnai-irengtas-1-3599450/?search_pos=785
136 000 €,3 400                                    €/m²,40,Naujamiestis Kauno g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g--sviesus-lofto-tipo-butas-su-jaukumo-pojuciu-1-3599344/?search_pos=786
129 900 €,3 936                                    €/m²,33,Šnipiškės Giedraičių g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-giedraiciu-g-strategiskai-patogioje-vietoje-netoli-miesto-1-3548084/?search_pos=787
179 000 €,4 126                                    €/m²,43.4,Pašilaičiai Laisvės pr.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-laisves-pr-parduodama-m-busto-erdve-su-balkonu-ir-1-3599250/?search_pos=788
185 000 €,3 999                                    €/m²,46.3,Kalnėnai Ašmenėlės g.,https://www.aruodas.lt/butai-vilniuje-kalnenuose-asmeneles-g-parduodamas-dalinai-irengtas-butas-kalnenuose-1-3599210/?search_pos=789
145 000 €,2 299                                    €/m²,63.1,Justiniškės Taikos g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodamas-jaukus-pilnai-irengtas-1-3599200/?search_pos=790
199 000 €,2 528                                    €/m²,78.7,Pašilaičiai Ukmergės g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-ukmerges-g-parduodamas-tvarkingas-ir-erdvus-kambariu-1-3599166/?search_pos=791
889 000 €,6 396                                    €/m²,139,Senamiestis Aušros Vartų g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-ausros-vartu-g-parduodamos-patalpos-yra-antrame-aukste-1-3533933/?search_pos=792
65 000 €,4 333                                    €/m²,15,Žvėrynas Vytauto g.,https://www.aruodas.lt/butai-vilniuje-zveryne-vytauto-g-parduodamas-butas-zveryne-parduodamas-1-3479201/?search_pos=793
74 999 €,2 273                                    €/m²,33,Šnipiškės Širvintų g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-sirvintu-g-strategiskoje-vietoje-vos-min-iki-ozo-1-3598804/?search_pos=794
239 000 €,4 522                                    €/m²,52.9,Markučiai Manufaktūrų g.,https://www.aruodas.lt/butai-vilniuje-markuciuose-manufakturu-g-stilingas-ir-erdvus-kambariu-butas-1-3598682/?search_pos=795
176 000 €,2 767                                    €/m²,63.6,Pašilaičiai Perkūnkiemio g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-sviesus-ir-erdvus-kambariu-1-3598738/?search_pos=796
58 000 €,1 264                                    €/m²,45.9,Naujoji Vilnia Skardžio g.,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-skardzio-g-parduodamas-kvm-butas-ir-kvm-1-3478179/?search_pos=797
165 000 €,3 638                                    €/m²,45.4,Fabijoniškės Fabijoniškių g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-jei-ieskote-gero-buto-balto-lapo-kuriame-1-3598596/?search_pos=798
190 000 €,3 893                                    €/m²,48.8,Naujamiestis T. Ševčenkos g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-t-sevcenkos-g-siaulietis-is-naujamiescia-rajona-parduod-1-3598564/?search_pos=799
190 000 €,3 725                                    €/m²,51,Šiaurės miestelis Žygio g.,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-zygio-g-parduodamas-k-butas-itin-patogioje-vietoje-1-3598538/?search_pos=800
,,Plotas,,
149 000 €,3 003                                    €/m²,49.6,Antakalnis Antakalnio g.,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-labai-tvarkingas-erdvus-ir-1-3598348/?search_pos=801
337 500 €,4 470                                    €/m²,75.5,Senamiestis V. Šopeno g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-v-sopeno-g-autentiska-a-pabaigos-aplinka-ir-miesto-1-3598446/?search_pos=802
123 500 €,4 499                                    €/m²,27.5,Pilaitė Karaliaučiaus g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-karaliauciaus-g-parduodamas-jaukus-ir-sviesus-vieno-kambario-1-3598408/?search_pos=803
113 000 €,2 202                                    €/m²,51.3,Justiniškės Taikos g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodamas-sviesus-ir-tvarkingas-kambariu-1-3598402/?search_pos=804
270 000 €,3 293                                    €/m²,82,Senamiestis Gedimino pr.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-parduodamas-erdvus-butas-gedimino-prospekte-1-3598092/?search_pos=805
140 700 €,2 100                                    €/m²,67,Trakų Vokė Zubiškių g.,https://www.aruodas.lt/butai-vilniuje-traku-vokeje-zubiskiu-g-daugiau-informacijos-apie-projekta-rasite-1-3567311/?search_pos=806
149 000 €,876                                    €/m²,170,Lazdynai Šaltūnų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-saltunu-g-butas-salia-neries-lazdynu-sirdyje-1-3598014/?search_pos=807
220 000 €,4 459                                    €/m²,49.3,Burbiškės Burbiškių g.,https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-brokeriu-ir-kitu-panasiu-asmenu-prasau-1-3597812/?search_pos=808
300 000 €,6 667                                    €/m²,45,Užupis Polocko g.,https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g-uzupio-vilniaus-monmartras-1-3597800/?search_pos=809
142 000 €,3 550                                    €/m²,40,Naujamiestis Kauno g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g--sviesus-lofto-tipo-butas-su-jaukumo-pojuciu-1-3597702/?search_pos=810
109 000 €,3 114                                    €/m²,35,Žemieji Paneriai Vaduvos g.,https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-vaduvos-g-parduodamas-sviesus-kokybiskai-irengtas-1-3597484/?search_pos=811
239 000 €,5 196                                    €/m²,46,Šnipiškės Linkmenų g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-parduodamas-kambariu-butas-linkmenu-gatveje-1-3594411/?search_pos=812
390 000 €,5 213                                    €/m²,74.8,Senamiestis M. Daukšos g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-m-dauksos-g-unikali-galimybe-isigyti-buta-vilniaus-1-3526120/?search_pos=813
84 900 €,2 394                                    €/m²,35.5,Naujininkai Garvežių g.,https://www.aruodas.lt/butai-vilniuje-naujininkuose-garveziu-g-parduodamas-irengtas-su-baldais-jaukus-butas-1-3597286/?search_pos=814
105 000 €,2 962                                    €/m²,35.5,Pilaitė Papilėnų g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-papilenu-g-parduodamas-jaukus-kambario-butas-1-3597248/?search_pos=815
400 000 €,4 494                                    €/m²,89,Naujamiestis Birželio 23-iosios g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-birzelio-23-iosios-g-parduodamas-labai-erdvus-gero-isplanavimo-1-3592649/?search_pos=816
122 000 €,2 612                                    €/m²,46.7,Lazdynai Architektų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-sis-butas-parduotas-per-dienas-jei-1-3597188/?search_pos=817
99 900 €,2 798                                    €/m²,35.7,Naujininkai Kapsų g.,https://www.aruodas.lt/butai-vilniuje-naujininkuose-kapsu-g-parduodamas-butas-kapsu-g-m-erdvus-1-3597112/?search_pos=818
215 000 €,5 375                                    €/m²,40,Senamiestis Panerių g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-paneriu-g-parduodamas-isskirtinis-dvieju-aukstu-bustas-1-3597088/?search_pos=819
25 000 €,1 618                                    €/m²,15.5,Naujoji Vilnia Pergalės g.,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pergales-g-parduodamas-butaspatalpa-kambarys-naujoje-1-3568427/?search_pos=820
200 000 €,2 083                                    €/m²,96,Lazdynai Architektų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-bendra-informacija-statybos-metai-m-1-3596170/?search_pos=821
113 000 €,1 679                                    €/m²,67.3,Pašilaičiai Žemynos g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-zemynos-g-bute-pakeisti-langai-ir-durys-visa-kita-1-3596566/?search_pos=822
209 000 €,5 148                                    €/m²,40.6,Šnipiškės Giedraičių g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-giedraiciu-g-stilingai-jaukiai-ir-kokybiskai-irengtas-1-3596646/?search_pos=823
159 000 €,2 261                                    €/m²,70.3,Pilaitė Papilėnų g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-papilenu-g-be-tarpininku-parduodamas-ju-kambariu-butas-1-3596580/?search_pos=824
335 000 €,4 747                                    €/m²,70.6,Burbiškės Burbiškių g.,https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-parduodamas-kokybiskai-irengtas-butas-misko-1-3532629/?search_pos=825
,,Plotas,,
155 750 €,2 745                                    €/m²,56.7,Pašilaičiai Eitminų g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-eitminu-g-su-baldais-ir-buitine-technika-yra-1-3596572/?search_pos=826
169 000 €,2 561                                    €/m²,66,Žirmūnai Minties g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-namas-renovuotas-renovacija-ismoketa-1-3595196/?search_pos=827
199 500 €,4 120                                    €/m²,48.4,Naujamiestis A. Vivulskio g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-a-vivulskio-g-parduodamas-modernus-naujai-ir-pilnai-1-3596484/?search_pos=828
141 000 €,2 939                                    €/m²,48,Karoliniškės Apolinaro Juozo Povilaičio g.,https://www.aruodas.lt/butai-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-parduodamas-modernus-naujai-ir-pilnai-1-3596482/?search_pos=829
550 000 €,3 022                                    €/m²,182,Senamiestis J. Basanavičiaus g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-j-basanaviciaus-g-parduodamos-m-patalpos-su-leidimu-1-3532745/?search_pos=830
78 000 €,3 000                                    €/m²,26,Naujininkai Dariaus ir Girėno g.,https://www.aruodas.lt/butai-vilniuje-naujininkuose-dariaus-ir-gireno-g-butas-su-vaizdu-i-senamiesti-parduodamas-1-3604824/?search_pos=831
29 900 €,1 162                                    €/m²,25.7,Naujoji Vilnia Gandrų g.,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-gandru-g-parduodamas-kambariu-butas-ramioje-vietoje-1-3561261/?search_pos=832
159 000 €,2 565                                    €/m²,62,Justiniškės Justiniškių g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-justiniskiu-g-parduodamas-kambariu-butas-1-3483389/?search_pos=833
135 000 €,2 181                                    €/m²,61.9,Šeškinė Šeškinės g.,https://www.aruodas.lt/butai-vilniuje-seskineje-seskines-g-parduodamas-kambariu-butas-su-dviem-1-3596234/?search_pos=834
114 900 €,3 706                                    €/m²,31,Pilaitė Karaliaučiaus g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-karaliauciaus-g-parduodamas-jaukus-ir-pilnai-irengtas-1-3594353/?search_pos=835
180 999 €,3 291                                    €/m²,55,Pilaitė Bitėnų g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-bitenu-g-parduodamas-kambariu-butas-bitenu-g-1-3556360/?search_pos=836
245 000 €,3 695                                    €/m²,66.3,Naujamiestis Algirdo g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-algirdo-g-isskirtine-investicija-naujamiestyje-1-3596040/?search_pos=837
445 000 €,7 807                                    €/m²,57,Paupys Aukštaičių g.,https://www.aruodas.lt/butai-vilniuje-paupyje-aukstaiciu-g-parduodamas-naujai-irengtas-butas-atvyru-1-3596012/?search_pos=838
185 000 €,2 079                                    €/m²,89,Baltupiai Baltupio g.,https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-ju-kambariu-butas-baltupiuose-1-3595968/?search_pos=839
176 000 €,2 574                                    €/m²,68.4,Antakalnis Duburio g.,https://www.aruodas.lt/butai-vilniuje-antakalnyje-duburio-g-aukstos-lubos-metrai-didelis-balkonas-1-3595782/?search_pos=840
145 000 €,2 857                                    €/m²,50.8,Žirmūnai Kazliškių g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kazliskiu-g-tinka-ir-gyvenimui-ir-investicijai-1-3595520/?search_pos=841
144 900 €,2 176                                    €/m²,66.6,Justiniškės Justiniškių g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-parduodamas-jaukus-ir-siltas-triju-k-butas-1-3595592/?search_pos=842
158 000 €,2 724                                    €/m²,58,Fabijoniškės Fabijoniškių g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduoda-savininkas-be-tarpininku-labai-silta-1-3595562/?search_pos=843
240 000 €,2 824                                    €/m²,85,Pilaitė J. Bretkūno g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-j-bretkuno-g-parduodamas-naujas-sviesus-kambariu-butas-1-3561757/?search_pos=844
125 000 €,3 999                                    €/m²,31.3,Viršuliškės Viršuliškių skg.,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-skg-butas-ajame-korpuse-pirmojo-korpuso-1-3595298/?search_pos=845
99 000 €,2 995                                    €/m²,33.1,Šnipiškės Kalvarijų g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-k-butas-strategiskai-patogioje-1-3595178/?search_pos=846
476 000 €,4 054                                    €/m²,117.4,Žvėrynas Blindžių g.,https://www.aruodas.lt/butai-vilniuje-zveryne-blindziu-g-erdvus-kambariu-vonios-kambariu-butas-su-1-3594882/?search_pos=847
235 000 €,3 917                                    €/m²,60,Žirmūnai Žirmūnų g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-siuos-namus-verta-pamatyti-tokiu-vaizdu-1-3594858/?search_pos=848
150 000 €,3 141                                    €/m²,47.8,Pašilaičiai Sviliškių g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-nekilnojamojo-turto-brokeriu-prasome-1-3594735/?search_pos=849
125 000 €,2 463                                    €/m²,50.8,Pašilaičiai Medeinos g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-medeinos-g-labai-geroje-ir-strategiskai-patogioje-1-3594723/?search_pos=850
,,Plotas,,
198 999 €,3 659                                    €/m²,54.4,Senamiestis M. Daukšos g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-m-dauksos-g-parduodamas-jaukus-kambariu-butas-1-3405682/?search_pos=851
144 400 €,2 641                                    €/m²,54.7,Fabijoniškės Vėtrungių g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-vetrungiu-g-parduodamas-kv-m-kambariu-butas-1-3592935/?search_pos=852
450 000 €,4 206                                    €/m²,107,Žirmūnai Sporto g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-sporto-g-parduodamas-kambariu-butas-snipiskese-1-3594331/?search_pos=853
300 000 €,6 250                                    €/m²,48,Žirmūnai Rinktinės g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-rinktines-g-vos-uz-keliu-minuciu-nuo-neries-pakrantes-1-3594315/?search_pos=854
151 000 €,4 328                                    €/m²,34.9,Naujamiestis Algirdo g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-algirdo-g-butas-parduodamas-be-tarpininku-tad-nt-1-3098293/?search_pos=855
120 000 €,2 449                                    €/m²,49,Viršuliškės Viršuliškių g.,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-kambariai-atskiriwcvonia-atskiraibutas-1-3594145/?search_pos=856
184 000 €,4 774                                    €/m²,38.5,Burbiškės Bartų g.,https://www.aruodas.lt/butai-vilniuje-burbiskes-bartu-g-butas-gamtos-apsuptyje-isskirtine-vieta-1-3594121/?search_pos=857
197 500 €,5 486                                    €/m²,36,Žirmūnai Pulko g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-pulko-g--kambario-butas-kv-zirmunai-1-3594117/?search_pos=858
183 000 €,4 244                                    €/m²,43.1,Baltupiai Kazio Ulvydo g.,https://www.aruodas.lt/butai-vilniuje-baltupiuose-kazio-ulvydo-g-parduodamas-kokybiskai-irengtas-kambariu-1-3594091/?search_pos=859
275 000 €,4 583                                    €/m²,60,Senamiestis Pamėnkalnio g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pamenkalnio-g-kambariu-butas-vilniaus-senamiestyje-1-3560509/?search_pos=860
214 900 €,4 298                                    €/m²,50,Naujininkai Kaminkelio g.,https://www.aruodas.lt/butai-vilniuje-naujininkuose-kaminkelio-g-jaukus-sviesus-ir-funkcionalus-kambariu-1-3593949/?search_pos=861
144 000 €,3 563                                    €/m²,40.4,Šnipiškės Kalvarijų g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-puiki-galimybe-isigyti-katik-irengta-buta-su-1-3593869/?search_pos=862
38 500 €,2 919                                    €/m²,13.2,Naujoji Vilnia Stepono Batoro g.,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-stepono-batoro-g-parduodamas-sviesus-kv-m-ploto-butas-1-3593187/?search_pos=863
140 000 €,2 090                                    €/m²,67,Justiniškės Taikos g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-butas-kambariai-kvm-1-3593679/?search_pos=864
135 000 €,3 057                                    €/m²,44.2,Žirmūnai Žirmūnų g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduoda-savininkas-parduodamas-jaukus-ir-1-3593697/?search_pos=865
860 000 €,9 053                                    €/m²,95,Senamiestis Didžioji g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-didzioji-g-parduodamas-isskirtinis-ir-prabangiai-1-3508221/?search_pos=866
117 000 €,4 875                                    €/m²,24,Naujamiestis Muitinės g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-muitines-g-parduodamas-kokybiskai-irengtas-kambario-1-3593471/?search_pos=867
125 000 €,3 788                                    €/m²,33,Lazdynai Architektų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-sviesus-ir-labai-jaukus-k-1-3593397/?search_pos=868
150 000 €,3 412                                    €/m²,44,Santariškės Santariškių g.,https://www.aruodas.lt/butai-vilniuje-santariskese-santariskiu-g-parduodamas-jaukus-dvieju-nepereinamu-1-3588703/?search_pos=869
679 000 €,7 165                                    €/m²,94.8,Burbiškės Burbiškių g.,https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-burbiskiu-misko-parke-projekte-misko-ardai-1-3593355/?search_pos=870
213 000 €,3 879                                    €/m²,54.9,Senamiestis Sodų g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-sodu-g-parduodamas-jaukus-erdvus-butas-butas-1-3564133/?search_pos=871
185 000 €,3 206                                    €/m²,57.7,Fabijoniškės S. Stanevičiaus g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-parduodamas-irengtas-triju-kambariu-kv-1-3592917/?search_pos=872
473 999 €,5 152                                    €/m²,92,Senamiestis Pylimo g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pylimo-g-parduodamas-isskirtinis-butas-vilniaus-1-3581609/?search_pos=873
160 000 €,5 161                                    €/m²,31,Šeškinė Deltuvos g.,https://www.aruodas.lt/butai-vilniuje-seskineje-deltuvos-g-parduodamas-moderniai-irengtas-atskiru-zonu-1-3592721/?search_pos=874
157 000 €,1 915                                    €/m²,82,Fabijoniškės S. Stanevičiaus g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-parduodamas-jaukus-kvm-kambariu-butas-1-3592607/?search_pos=875
,,Plotas,,
29 800 €,1 419                                    €/m²,21,Grigiškės Kovo 11-osios g.,https://www.aruodas.lt/butai-vilniuje-grigiskese-kovo-11-osios-g-parduodama-puse-atidalinto-kambariu-buto-1-3601676/?search_pos=876
142 000 €,2 702                                    €/m²,52.6,Pašilaičiai Perkūnkiemio g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-erdvus-ir-sviesus-ju-kambariu-1-3592515/?search_pos=877
176 500 €,4 306                                    €/m²,41,Lazdynai Šaltūnų g.,https://www.aruodas.lt/butai-vilniuje-lazdynuose-saltunu-g-parduodamas-isskirtinis-kambariu-butas-1-3592333/?search_pos=878
115 000 €,2 585                                    €/m²,44.5,Naujamiestis Geležinio Vilko g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gelezinio-vilko-g-salia-vingio-parko-patogioje-vietoje-1-3592229/?search_pos=879
222 000 €,4 353                                    €/m²,51,Justiniškės Sidaronių g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-sidaroniu-g-parduodamas-irengtas-kambariu-butas-1-3567345/?search_pos=880
275 000 €,4 104                                    €/m²,67,Visoriai Visorių g.,https://www.aruodas.lt/butai-vilniuje-visoriuose-visoriu-g-norite-kas-ryta-gerti-kava-zvelgdami-i-medziu-1-3592219/?search_pos=881
480 000 €,3 692                                    €/m²,130,Viršuliškės Rygos g.,https://www.aruodas.lt/butai-vilniuje-virsuliskese-rygos-g-parduodamas-butas-su-m-terasa-su-vaizdu-i-1-3592085/?search_pos=882
169 000 €,3 431                                    €/m²,49.3,Žirmūnai Žirmūnų g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-sviesus-ir-jaukus-kambariu-1-3592119/?search_pos=883
198 000 €,2 476                                    €/m²,80,Fabijoniškės Fabijoniškių g.,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-patvirtintas-namo-renovacijos-projektas-1-3582453/?search_pos=884
145 000 €,3 011                                    €/m²,48.2,Naujamiestis Birželio 23-iosios g.,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-birzelio-23-iosios-g-butas-naujamiestyje-iesko-nauju-seimininku-1-3587657/?search_pos=885
145 000 €,3 267                                    €/m²,44.4,Antakalnis P. Vileišio g.,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-parduodamas-butas-renovuotame-name-salia-upes-1-3591965/?search_pos=886
160 000 €,2 551                                    €/m²,62.7,Pašilaičiai Leičių g.,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g-bute-jau-gyventa-todel-yra-viskas-ko-reikia-1-3591907/?search_pos=887
220 000 €,4 132                                    €/m²,53.2,Žvėrynas Sėlių g.,https://www.aruodas.lt/butai-vilniuje-zveryne-seliu-g-vilnius-zverynas-seliu-g-kambariu-butas-1-3398353/?search_pos=888
47 000 €,2 620                                    €/m²,17.9,Naujininkai Šaltkalvių g.,https://www.aruodas.lt/butai-vilniuje-naujininkuose-saltkalviu-g-parduodamas-vieno-kambario-butas-1-3591545/?search_pos=889
120 000 €,1 935                                    €/m²,62,Šeškinė Musninkų g.,https://www.aruodas.lt/butai-vilniuje-seskineje-musninku-g-parduodamas-ju-kambariu-kvm-butas-1-3591469/?search_pos=890
469 000 €,8 685                                    €/m²,54,Senamiestis Šiltadaržio g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-siltadarzio-g-jei-reiketu-susitarti-koks-vaizdas-geriausiai-1-3591453/?search_pos=891
113 999 €,2 591                                    €/m²,44,Žirmūnai Žirmūnų g.,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-puikus-kambariu-butas-geroje-vietoje-sale-1-3591377/?search_pos=892
169 000 €,2 527                                    €/m²,66.9,Viršuliškės Viršuliškių g.,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-jaukus-ir-siuolaikiskai-naujai-1-3561775/?search_pos=893
109 997 €,2 198                                    €/m²,50.1,Justiniškės Taikos g.,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-rezervuota-parduodamas-sviesus-ir-jaukus-1-3590991/?search_pos=894
182 000 €,3 957                                    €/m²,46,Baltupiai Baltupio g.,https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-skubiai-imone-parduoda-buta-zemesne-rinkos-1-3590949/?search_pos=895
263 000 €,5 367                                    €/m²,49,Šnipiškės Daugėliškio g.,https://www.aruodas.lt/butai-vilniuje-snipiskese-daugeliskio-g-kokybiskai-irengtas-butas-greta-centro-1-3590935/?search_pos=896
124 000 €,4 133                                    €/m²,30,Pilaitė Karaliaučiaus g.,https://www.aruodas.lt/butai-vilniuje-pilaiteje-karaliauciaus-g-sis-objektas-rezervuotas-bet-turime-kitu-1-3585987/?search_pos=897
195 000 €,5 451                                    €/m²,35.8,Markučiai Manufaktūrų g.,https://www.aruodas.lt/butai-vilniuje-markuciuose-manufakturu-g-parduodamas-dvieju-kambariu-kvm-butas-su-1-3590549/?search_pos=898
799 000 €,4 963                                    €/m²,161,Senamiestis A. Rotundo g.,https://www.aruodas.lt/butai-vilniuje-senamiestyje-a-rotundo-g-sie-erdvus-viename-aukste-issideste-1-3608386/?search_pos=899
1 135 000 €,4 299                                    €/m²,264,Užupis Polocko g.,https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g-sie-namai-atlieps-visus-uzupio-myletoju-bei-1-3608366/?search_pos=900
,,Plotas,,
1 060 000 €,8 480                                    €/m²,125,Užupis Kreivasis skg.,https://www.aruodas.lt/butai-vilniuje-uzupyje-kreivasis-skg-erdvus-penthouse-apartamentai-puikiai-tiks-1-3608364/?search_pos=901
